codigo,clave,descripcion,caja,master,precio,unidad,ean,precio minimo de venta,alta rotacion,precio mayoreo con IVA,precio distribuidor con IVA,precio publico con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio publico sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripcion Familia,Peso[Kg],Volumen[cm3]
43494,CS-60I,Cerradura sobreponer puerta corrediza mariposa izquierda,2,24,525,Pieza,7.50E+12,365,0,435,365,525,375,314.66,452.59,Hermex,418.1,485,31162402,Cerraduras,P032,Cerraduras de sobreponer,1.3,1487.421
43495,CS-65I,Cerradura sobreponer puerta corrediza clasica izquierda,2,24,575,Pieza,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Hermex,452.59,525,31162402,Cerraduras,P032,Cerraduras de sobreponer,1.36,1434.245
43499,CB-30,Cerradura de barra fija cilindro exterior Hermex,2,12,515,Pieza,7.50E+12,355,0,425,355,515,366.38,306.03,443.97,Hermex,400.86,465,31162402,Cerraduras,P167,Cerraduras de barra,1.7,3364.264
43500,CB-35,Cerradura de barra libre con 2 llaves estandar Hermex,2,12,575,Pieza,7.50E+12,395,0,475,395,575,409.48,340.52,495.69,Hermex,452.59,525,31162402,Cerraduras,P167,Cerraduras de barra,1.84,3319.278
43505,CB-40D,Cerradura de barra fija derecha Hermex,3,24,245,Pieza,7.50E+12,169,0,205,169,245,176.72,145.69,211.21,Hermex,193.97,225,31162402,Cerraduras,P167,Cerraduras de barra,0.96,1617.963
43506,CB-40DB,Cerradura de barra fija derecha blister Hermex,3,12,259,Pieza,7.50E+12,179,0,215,179,259,185.34,154.31,223.28,Hermex,202.59,235,31162402,Cerraduras,P167,Cerraduras de barra,0.98,3057.094
43507,CB-40I,Cerradura de barra fija izquierda Hermex,3,24,245,Pieza,7.50E+12,169,0,205,169,245,176.72,145.69,211.21,Hermex,193.97,225,31162402,Cerraduras,P167,Cerraduras de barra,0.96,1620.377
43508,CB-40IB,Cerradura de barra fija izquierda blister Hermex,3,12,259,Pieza,7.50E+12,179,0,215,179,259,185.34,154.31,223.28,Hermex,202.59,235,31162402,Cerraduras,P167,Cerraduras de barra,0.98,3183.808
43509,CB-50D,Cerradura de barra fija llave tetra derecha Hermex,3,24,345,Pieza,7.50E+12,235,0,285,235,345,245.69,202.59,297.41,Hermex,271.55,315,31162402,Cerraduras,P167,Cerraduras de barra,1.08,1689.986
43510,CB-50DB,Cerradura de barra fija llave tetra derecha blister,3,12,355,Pieza,7.50E+12,245,0,295,245,355,254.31,211.21,306.03,Hermex,280.17,325,31162402,Cerraduras,P167,Cerraduras de barra,1.1,3238.416
43511,CB-50IB,Cerradura de barra fija llave tetra izquierda blister,3,12,355,Pieza,7.50E+12,245,0,295,245,355,254.31,211.21,306.03,Hermex,280.17,325,31162402,Cerraduras,P167,Cerraduras de barra,1.1,3196.538
43512,CB-50I,Cerradura de barra fija llave tetra izquierda Hermex,3,24,345,Pieza,7.50E+12,235,0,285,235,345,245.69,202.59,297.41,Hermex,271.55,315,31162402,Cerraduras,P167,Cerraduras de barra,1.06,1646.9
43516,CB-45D,Cerradura de barra libre derecha Hermex,3,24,245,Pieza,7.50E+12,169,0,205,169,245,176.72,145.69,211.21,Hermex,193.97,225,31162402,Cerraduras,P167,Cerraduras de barra,0.94,1612.04
43517,CB-45DB,Cerradura de barra libre derecha blister Hermex,3,12,259,Pieza,7.50E+12,179,0,215,179,259,185.34,154.31,223.28,Hermex,202.59,235,31162402,Cerraduras,P167,Cerraduras de barra,0.98,3181.737
43518,CB-45I,Cerradura de barra libre izquierda Hermex,3,24,245,Pieza,7.50E+12,169,0,205,169,245,176.72,145.69,211.21,Hermex,193.97,225,31162402,Cerraduras,P167,Cerraduras de barra,0.96,1634.96
43519,CB-45IB,Cerradura de barra libre izquierda blister Hermex,3,12,259,Pieza,7.50E+12,179,0,215,179,259,185.34,154.31,223.28,Hermex,202.59,235,31162402,Cerraduras,P167,Cerraduras de barra,0.98,3181.728
43528,CS-80D,Cerradura sobreponer derecha clasica llave tetra caja,3,24,325,Pieza,7.50E+12,225,0,275,225,325,237.07,193.97,280.17,Hermex,254.31,295,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.98,1268.966
43529,CS-80DB,Cerradura sobreponer derecha clasica llave tetra blister,3,12,345,Pieza,7.50E+12,235,0,285,235,345,245.69,202.59,297.41,Hermex,271.55,315,31162402,Cerraduras,P032,Cerraduras de sobreponer,1,2558.934
43530,CS-80I,Cerradura sobreponer izquierda clasica llave tetra caja,3,24,325,Pieza,7.50E+12,225,0,275,225,325,237.07,193.97,280.17,Hermex,254.31,295,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.96,1258.68
43531,CS-80IB,Cerradura sobreponer izquierda clasica llave tetra blister,3,12,345,Pieza,7.50E+12,235,0,285,235,345,245.69,202.59,297.41,Hermex,271.55,315,31162402,Cerraduras,P032,Cerraduras de sobreponer,1,2545.102
43535,CV-10,Cerradura para vitrina Hermex,6,36,135,Pieza,7.50E+12,85,0,109,85,135,93.97,73.28,116.38,Hermex,102.59,119,31162402,Cerraduras,P168,Cerraduras para muebles,0.14,291.835
43557,CM-24C,Cerradura para mueble modelo 24 cromo Hermex,6,36,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Hermex,68.1,79,31162402,Cerraduras,P168,Cerraduras para muebles,0.12,160.313
43558,CM-21C,Cerradura para mueble modelo 21 cromo Hermex,6,36,62,Pieza,7.50E+12,39,0,49,39,62,42.24,33.62,53.45,Hermex,47.41,55,31162402,Cerraduras,P168,Cerraduras para muebles,0.1,114.703
43559,CM-25C,Cerradura para mueble modelo 25 cromo Hermex,6,36,149,Pieza,7.50E+12,95,0,125,95,149,107.76,81.9,128.45,Hermex,116.38,135,31162402,Cerraduras,P168,Cerraduras para muebles,0.26,320.16
43560,CM-26C,Cerradura para mueble modelo 26 cromo Hermex,6,36,149,Pieza,7.50E+12,95,0,125,95,149,107.76,81.9,128.45,Hermex,116.38,135,31162402,Cerraduras,P168,Cerraduras para muebles,0.24,304.182
43561,CM-20C,Cerradura para mueble modelo 20 cromo Hermex,6,36,117,Pieza,7.50E+12,75,0,97,75,117,83.62,64.66,100.86,Hermex,92.24,107,31162402,Cerraduras,P168,Cerraduras para muebles,0.14,167.994
43565,CM-24L,Cerradura para mueble modelo 24 laton Hermex,6,36,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Hermex,68.1,79,31162402,Cerraduras,P168,Cerraduras para muebles,0.12,152.592
43566,CM-21L,Cerradura para mueble modelo 21 laton Hermex,6,144,62,Pieza,7.50E+12,39,0,49,39,62,42.24,33.62,53.45,Hermex,47.41,55,31162402,Cerraduras,P168,Cerraduras para muebles,0.1,115.609
43567,CM-25L,Cerradura para mueble modelo 25 laton Hermex,6,36,149,Pieza,7.50E+12,95,0,125,95,149,107.76,81.9,128.45,Hermex,116.38,135,31162402,Cerraduras,P168,Cerraduras para muebles,0.26,316.682
43568,CM-26L,Cerradura para mueble modelo 26 laton Hermex,6,36,149,Pieza,7.50E+12,95,0,125,95,149,107.76,81.9,128.45,Hermex,116.38,135,31162402,Cerraduras,P168,Cerraduras para muebles,0.24,303.778
43569,CM-20L,Cerradura para mueble modelo 20 laton Hermex,6,36,117,Pieza,7.50E+12,75,0,97,75,117,83.62,64.66,100.86,Hermex,92.24,107,31162402,Cerraduras,P168,Cerraduras para muebles,0.14,170.983
43573,CS-70I,Cerradura sobreponer izq clasica llave tradicional caja,3,24,199,Pieza,7.50E+12,139,0,165,139,199,142.24,119.83,171.55,Hermex,159.48,185,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.8,1261.6
43574,CS-70D,Cerradura sobreponer der clasica llave tradicional caja,3,24,199,Pieza,7.50E+12,139,0,165,139,199,142.24,119.83,171.55,Hermex,159.48,185,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.8,1283.728
43575,CS-75I,Cerradura sobreponer izq instala-facil tradicional caja,3,24,199,Pieza,7.50E+12,139,0,165,139,199,142.24,119.83,171.55,Hermex,159.48,185,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.82,1591.968
43576,CS-75D,Cerradura sobreponer der instala-facil tradicional caja,3,24,199,Pieza,7.50E+12,139,0,165,139,199,142.24,119.83,171.55,Hermex,159.48,185,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.8,1691.548
43577,CS-85I,Cerradura sobreponer izq instala-facil llave tetra caja,3,24,325,Pieza,7.50E+12,225,0,275,225,325,237.07,193.97,280.17,Hermex,254.31,295,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.98,1672.755
43578,CS-85D,Cerradura sobreponer der instala-facil llave tetra caja,3,24,325,Pieza,7.50E+12,225,0,275,225,325,237.07,193.97,280.17,Hermex,254.31,295,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.98,1656.777
43582,CS-70IB,Cerradura sobreponer izq clasica llave tradicional blister,3,12,215,Pieza,7.50E+12,149,0,179,149,215,154.31,128.45,185.34,Hermex,168.1,195,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.82,2481.617
43583,CS-70DB,Cerradura sobreponer der clasica llave tradicional blister,3,12,215,Pieza,7.50E+12,149,0,179,149,215,154.31,128.45,185.34,Hermex,168.1,195,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.82,2572.752
43584,CS-75IB,Cerradura sobreponer izq instala-facil tradicional blister,3,12,215,Pieza,7.50E+12,149,0,179,149,215,154.31,128.45,185.34,Hermex,168.1,195,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.86,3477.6
43585,CS-75DB,Cerradura sobreponer der instala-facil tradicional blister,3,12,215,Pieza,7.50E+12,149,0,179,149,215,154.31,128.45,185.34,Hermex,168.1,195,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.82,3443.983
43586,CS-85IB,Cerradura sobreponer izq instala-facil llave tetra blister,3,12,345,Pieza,7.50E+12,235,0,285,235,345,245.69,202.59,297.41,Hermex,271.55,315,31162402,Cerraduras,P032,Cerraduras de sobreponer,1,3510.72
43587,CS-85DB,Cerradura sobreponer der instala-facil llave tetra blister,3,12,345,Pieza,7.50E+12,235,0,285,235,345,245.69,202.59,297.41,Hermex,271.55,315,31162402,Cerraduras,P032,Cerraduras de sobreponer,1,3551.903
43588,CS-75DC,Cerradura sobreponer der instala-facil cromada tradicional,3,24,215,Pieza,7.51E+12,149,0,179,149,215,154.31,128.45,185.34,Hermex,168.1,195,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.82,1655.5
43589,CS-75IC,Cerradura sobreponer izq instala-facil cromada tradicional,3,24,215,Pieza,7.51E+12,149,0,179,149,215,154.31,128.45,185.34,Hermex,168.1,195,31162402,Cerraduras,P032,Cerraduras de sobreponer,0.82,1680.608
43606,CIPU,Cierrapuertas hidraulico color aluminio Hermex,1,4,735,Pieza,7.50E+12,465,0,605,465,735,521.55,400.86,633.62,Hermex,573.28,665,30171514,Cerradores de puertas,P033,Accesorios de cerrajeria,1.74,2465.25
43607,CIPU-H,Cierrapuertas hidraulico color negro Hermex,1,4,735,Pieza,7.51E+12,465,0,605,465,735,521.55,400.86,633.62,Hermex,573.28,665,30171514,Cerradores de puertas,P033,Accesorios de cerrajeria,1.78,2361.744
43608,CIPU-B,Cierrapuertas hidraulico color blanco Hermex,1,4,735,Pieza,7.51E+12,465,0,605,465,735,521.55,400.86,633.62,Hermex,573.28,665,30171514,Cerradores de puertas,P033,Accesorios de cerrajeria,1.78,2513.082
43609,JAL-0112,Jaladera metalica de 128mm estilo 'Contempo' niquel satinado,12,432,39,Pieza,7.51E+12,25,0,33,25,39,28.45,21.55,33.62,Hermex,30.17,35,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.04,125.882
43610,JAL-0122,Jaladera metalica de 128mm estilo 'Contempo' laton brillante,12,432,39,Pieza,7.51E+12,25,0,33,25,39,28.45,21.55,33.62,Hermex,30.17,35,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.04,126.861
43619,JAL-1211,Jaladera metalica de 64mm estilo 'Elipse' niquel satinado,12,432,38,Pieza,7.51E+12,24,0,32,24,38,27.59,20.69,32.76,Hermex,29.31,34,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.04,123.688
43620,JAL-1212,Jaladera metalica de 96mm estilo 'Elipse' niquel satinado,12,288,46,Pieza,7.51E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.06,127.304
43621,JAL-1213,Jaladera metalica de 128mm estilo 'Elipse' niquel satinado,12,288,52,Pieza,7.51E+12,33,0,43,33,52,37.07,28.45,44.83,Hermex,40.52,47,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.07,128.208
43622,JAL-1221,Jaladera metalica de 64mm estilo 'Elipse' laton brillante,12,432,38,Pieza,7.51E+12,24,0,32,24,38,27.59,20.69,32.76,Hermex,29.31,34,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.04,128.586
43623,JAL-1222,Jaladera metalica de 96mm estilo 'Elipse' laton brillante,12,288,46,Pieza,7.51E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.06,128.517
43624,JAL-1223,Jaladera metalica de 128mm estilo 'Elipse' acabado laton bri,12,288,52,Pieza,7.51E+12,33,0,43,33,52,37.07,28.45,44.83,Hermex,40.52,47,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.06,128.35
43641,FIPU-1,Fijapuerta metalico acabado laton Hermex,6,36,109,Pieza,7.50E+12,69,0,89,69,109,76.72,59.48,93.97,Hermex,85.34,99,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.1,384.505
43642,FIPU-3,Fijapuerta metalico acabado cromo Hermex,6,36,109,Pieza,7.50E+12,69,0,89,69,109,76.72,59.48,93.97,Hermex,85.34,99,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.1,377.202
43645,GAPU-1,Gancho latonado para puerta Hermex,6,36,135,Pieza,7.50E+12,85,0,109,85,135,93.97,73.28,116.38,Hermex,102.59,119,31162600,Ganchos,P033,Accesorios de cerrajeria,0.14,394.021
43646,GAPU-3,Gancho cromado para puerta Hermex,6,36,135,Pieza,7.50E+12,85,0,109,85,135,93.97,73.28,116.38,Hermex,102.59,119,31162600,Ganchos,P033,Accesorios de cerrajeria,0.14,384.053
43650,MADE-1,Chapeton metalico para puerta acabado laton brillante,3,24,195,Pieza,7.50E+12,125,0,165,125,195,142.24,107.76,168.1,Hermex,150.86,175,30171500,Puertas,P033,Accesorios de cerrajeria,0.24,1548
43651,MADE-2,Chapeton metalico para puerta acabado laton antiguo,3,24,195,Pieza,7.50E+12,125,0,165,125,195,142.24,107.76,168.1,Hermex,150.86,175,30171500,Puertas,P033,Accesorios de cerrajeria,0.24,1401.969
43653,CEMA-3B,Cerradura manija 'Turin' p/bano cromo mate cil laton,3,12,365,Pieza,7.50E+12,255,0,305,255,365,262.93,219.83,314.66,Hermex,288.79,335,31162402,Cerraduras,P164,Cerraduras de manija y de embutir,0.66,4558.68
43654,CEMA-3R,Cerradura manija 'Turin' p/recamara cromo mate cil laton,3,12,385,Pieza,7.50E+12,265,0,315,265,385,271.55,228.45,331.9,Hermex,297.41,345,31162402,Cerraduras,P164,Cerraduras de manija y de embutir,0.7,4644.051
43658,CEMA-1B,Cerradura manija 'Turin' p/bano laton brillante cil laton,3,12,365,Pieza,7.50E+12,255,0,305,255,365,262.93,219.83,314.66,Hermex,288.79,335,31162402,Cerraduras,P164,Cerraduras de manija y de embutir,0.68,4654.08
43659,CEMA-1R,Cerradura manija 'Turin'p/recamara laton brillante cil laton,3,12,385,Pieza,7.50E+12,265,0,315,265,385,271.55,228.45,331.9,Hermex,297.41,345,31162402,Cerraduras,P164,Cerraduras de manija y de embutir,0.72,4650.317
43665,DUP-200,Duplicadora de llaves 6 tipos Hermex,1,0,13250,Pieza,7.50E+12,9950,0,10950,9950,13250,9439.66,8577.59,11422.41,Hermex,10387.93,12050,44101500,Maquinas de duplicacion,P148,Maquina duplicadora de llaves,12.44,33263.75
43672,MIRI-1,Mirilla de seguridad acabado laton Hermex,6,36,139,Pieza,7.50E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,111.21,129,46171617,Ojos (mirillas) para puertas,P033,Accesorios de cerrajeria,0.02,168.049
43673,MIRI-2,Mirilla de seguridad acabado laton antiguo Hermex,6,36,139,Pieza,7.50E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,111.21,129,46171617,Ojos (mirillas) para puertas,P033,Accesorios de cerrajeria,0.033,184.856
43674,MIRI-3,Mirilla de seguridad acabado cromo mate Hermex,6,36,139,Pieza,7.50E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,111.21,129,46171617,Ojos (mirillas) para puertas,P033,Accesorios de cerrajeria,0.04,432.242
43678,NUCH-0,Numero 0 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.069,145.191
43679,NUCH-1,Numero 1 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.04,140.809
43680,NUCH-2,Numero 2 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.04,140.809
43681,NUCH-3,Numero 3 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.055,145.047
43683,NUCH-5,Numero 5 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.04,144.281
43684,NUCH-6,Numero 6 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,140.867
43685,NUCH-7,Numero 7 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.045,147.656
43686,NUCH-8,Numero 8 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,140.809
43687,NUCH-9,Numero 9 de laton solido 4' Hermex,6,36,102,Pieza,7.50E+12,65,0,84,65,102,72.41,56.03,87.93,Hermex,79.31,92,60111302,Letras o numeros sueltos,P033,Accesorios de cerrajeria,0.06,143.36
43701,PAAB-1,Pasador abatible para puerta acabado laton Hermex,6,36,139,Pieza,7.50E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,109.48,127,31162400,Fijadores varios,P794,Pasadores para puerta,0.145,393.606
43702,PAAB-2,Pasador abatible para puerta acabado laton antiguo Hermex,6,36,139,Pieza,7.50E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,109.48,127,31162400,Fijadores varios,P794,Pasadores para puerta,0.145,389.448
43703,PAAB-3,Pasador abatible para puerta acabado cromo mate Hermex,6,36,139,Pieza,7.50E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,109.48,127,31162400,Fijadores varios,P794,Pasadores para puerta,0.145,392.355
43707,PACA-1,Pasador con cadena para puerta acabado laton Hermex,6,36,215,Pieza,7.50E+12,135,0,175,135,215,150.86,116.38,185.34,Hermex,168.1,195,31162400,Fijadores varios,P794,Pasadores para puerta,0.27,876.77
43708,PACA-2,Pasador con cadena para puerta acabado laton antiguo,6,36,215,Pieza,7.50E+12,135,0,175,135,215,150.86,116.38,185.34,Hermex,168.1,195,31162400,Fijadores varios,P794,Pasadores para puerta,0.26,874.841
43709,PACA-3,Pasador con cadena para puerta acabado cromo mate Hermex,6,36,215,Pieza,7.50E+12,135,0,175,135,215,150.86,116.38,185.34,Hermex,168.1,195,31162400,Fijadores varios,P794,Pasadores para puerta,0.26,897.502
43713,PAC-35,Pasador de barra plana 2' acabado cromo Hermex,6,36,46,Pieza,7.50E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,31162400,Fijadores varios,P794,Pasadores para puerta,0.05,174.504
43714,PAC-36,Pasador de barra plana 3' acabado cromo Hermex,6,36,62,Pieza,7.50E+12,40,0,52,40,62,44.83,34.48,53.45,Hermex,49.14,57,31162400,Fijadores varios,P794,Pasadores para puerta,0.12,276.275
43720,PAC-37,Pasador de barra plana 4' acabado cromo Hermex,6,36,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Hermex,68.1,79,31162400,Fijadores varios,P794,Pasadores para puerta,0.24,350.774
43724,PAL-35,Pasador de barra plana 2' acabado laton Hermex,6,36,46,Pieza,7.50E+12,29,0,38,29,46,32.76,25,39.66,Hermex,36.21,42,31162400,Fijadores varios,P794,Pasadores para puerta,0.05,156.718
43725,PAL-36,Pasador de barra plana 3' acabado laton Hermex,6,36,62,Pieza,7.50E+12,40,0,52,40,62,44.83,34.48,53.45,Hermex,49.14,57,31162400,Fijadores varios,P794,Pasadores para puerta,0.16,842.735
43726,PAL-37,Pasador de barra plana 4' acabado laton Hermex,6,36,86,Pieza,7.50E+12,55,0,72,55,86,62.07,47.41,74.14,Hermex,68.1,79,31162400,Fijadores varios,P794,Pasadores para puerta,0.26,830.395
43730,POCL-175,Portacandado de acero latonado 1-3/4' Hermex,6,36,22,Pieza,7.50E+12,14,0,18,14,22,15.52,12.07,18.97,Hermex,17.24,20,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.02,200.264
43731,POCZ-175,Portacandado de acero zincado 1-3/4' Hermex,6,36,19,Pieza,7.50E+12,12,0,15.5,12,19,13.36,10.34,16.38,Hermex,14.66,17,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.015,84.129
43740,POCL-325,Portacandado de acero latonado 3-1/4' Hermex,6,36,44,Pieza,7.50E+12,28,0,36,28,44,31.03,24.14,37.93,Hermex,33.62,39,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.1,265.2
43741,POCZ-325,Portacandado de acero zincado 3-1/4' Hermex,6,36,39,Pieza,7.50E+12,25,0,33,25,39,28.45,21.55,33.62,Hermex,31.03,36,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.1,359.188
43745,POCL-450,Portacandado de acero latonado 4-1/2' Hermex,6,36,49,Pieza,7.50E+12,32,0,42,32,49,36.21,27.59,42.24,Hermex,39.66,46,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.12,344.1
43746,POCZ-450,Portacandado de acero zincado 4-1/2' Hermex,6,36,42,Pieza,7.50E+12,27,0,35,27,42,30.17,23.28,36.21,Hermex,33.62,39,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.12,335.745
43750,POCL-600,Portacandado de acero latonado 6' Hermex,6,36,56,Pieza,7.50E+12,36,0,47,36,56,40.52,31.03,48.28,Hermex,44.83,52,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.2,342.55
43751,POCZ-600,Portacandado de acero zincado 6' Hermex,6,36,49,Pieza,7.50E+12,32,0,42,32,49,36.21,27.59,42.24,Hermex,39.66,46,46171500,Cerraduras elementos de seguridad y accesorios,P033,Accesorios de cerrajeria,0.2,335.645
43771,TOCO-1,Tope tipo codo para puerta acabado laton Hermex,6,36,66,Pieza,7.50E+12,42,0,54,42,66,46.55,36.21,56.9,Hermex,50.86,59,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.06,312.622
43772,TOCO-3,Tope tipo codo para puerta acabado cromo Hermex,6,36,66,Pieza,7.50E+12,42,0,54,42,66,46.55,36.21,56.9,Hermex,50.86,59,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.04,307.995
43776,TODO-1,Tope tipo domo para puerta acabado laton Hermex,6,36,58,Pieza,7.50E+12,37,0,48,37,58,41.38,31.9,50,Hermex,44.83,52,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.06,314.997
43777,TODO-3,Tope tipo domo para puerta acabado cromo Hermex,6,36,58,Pieza,7.50E+12,37,0,48,37,58,41.38,31.9,50,Hermex,44.83,52,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.055,293.366
43781,TOMA-1,Tope para puerta magnetico acabado laton Hermex,6,36,117,Pieza,7.50E+12,75,0,97,75,117,83.62,64.66,100.86,Hermex,92.24,107,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.08,335.397
43782,TOMA-3,Tope para puerta magnetico acabado cromo Hermex,6,36,117,Pieza,7.50E+12,75,0,97,75,117,83.62,64.66,100.86,Hermex,92.24,107,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.1,430.423
43786,TORE-1,Tope recto para puerta acabado laton brillante Hermex,6,36,58,Pieza,7.50E+12,37,0,48,37,58,41.38,31.9,50,Hermex,44.83,52,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.05,308.156
43787,TORE-3,Tope recto para puerta acabado cromo Hermex,6,36,58,Pieza,7.50E+12,37,0,48,37,58,41.38,31.9,50,Hermex,44.83,52,31162804,Topes de puerta,P033,Accesorios de cerrajeria,0.04,321.871
43793,CH-32L,Candado de hierro 32 mm gancho largo en caja Hermex,6,36,45,Pieza,7.50E+12,29,0,38,29,45,32.76,25,38.79,Hermex,36.21,42,46171501,Candados,P024,Candados,0.1,116.928
43794,CHB-32L,Candado de hierro 32 mm gancho largo en blister Hermex,6,36,57,Pieza,7.50E+12,36,0,47,36,57,40.52,31.03,49.14,Hermex,44.83,52,46171501,Candados,P024,Candados,0.1,319.205
43797,CH-25L,Candado de hierro 25 mm gancho largo en caja Hermex,6,36,36,Pieza,7.51E+12,23,0,30,23,36,25.86,19.83,31.03,Hermex,28.45,33,46171501,Candados,P024,Candados,0.05,74.382
43798,CHB-25L,Candado de hierro 25 mm gancho largo en blister Hermex,6,36,42,Pieza,7.51E+12,27,0,35,27,42,30.17,23.28,36.21,Hermex,33.62,39,46171501,Candados,P024,Candados,0.06,329.068
43802,CH-63L,Candado de hierro 63 mm gancho largo en caja Hermex,6,36,139,Pieza,7.51E+12,89,0,115,89,139,99.14,76.72,119.83,Hermex,109.48,127,46171501,Candados,P024,Candados,0.559,311.907
43804,CHB-63L,Candado de hierro 63 mm gancho largo en blister Hermex,6,36,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Hermex,116.38,135,46171501,Candados,P024,Candados,0.56,854.179
43805,PER-011,Perilla metalica estilo 'Contempo' niquel satinado Hermex,12,360,36,Pieza,7.51E+12,23,0,30,23,36,25.86,19.83,31.03,Hermex,28.45,33,31162801,Chapas o pomos,P572,Perillas y jaladeras,0.04,67.466
