44381,Armella abierta 4x16x55mm c/144pz 21x80 AR21A Fiero,AR-21A,Bolsa con 144 armellas abiertas de 21 x 80 Fiero
44382,Armella abierta 5x20x70mm c/72pz 22x100 AR22A Fiero,AR-22A,Bolsa con 72 armellas abiertas de 22 x 100 Fiero
44383,Armella abierta 6x25x80mm c/72pz 23x110 AR23A Fiero,AR-23A,Bolsa con 72 armellas abiertas de 23 x 110 Fiero
44370,Armella cerrada 2x7x22mm c/144pz 17x40 AR17C Fiero,AR-17C,Bolsa con 144 armellas cerradas de 17 x 40 Fiero
44372,Armella cerrada 3x11x38mm c/144pz 19x60 AR19C Fiero,AR-19C,Bolsa con 144 armellas cerradas de 19 x 60 Fiero
44373,Armella cerrada 4x11x45mm c/144pz 20x70 AR20C Fiero,AR-20C,Bolsa con 144 armellas cerradas de 20 x 70 Fiero
44374,Armella cerrada 4x13x50mm c/144pz 21x80 AR21C Fiero,AR-21C,Bolsa con 144 armellas cerradas de 21 x 80 Fiero
44376,Armella cerrada 5x17.5x65mm c/72pz 23x110 AR23C Fiero,AR-23C,Bolsa con 72 armellas cerradas de 23 x 110 Fiero
44375,Armella cerrada 5x17x60mm c/72pz 22x100 AR22C Fiero,AR-22C,Bolsa con 72 armellas cerradas de 22 x 100 Fiero
14432,Arnes cuerpo completo 1 anillo arn-5435 truper,ARN-5435,Arnes de cuerpo completo con 1 anillo ANSI Truper
14431,Arnes pecho p/rescate horizontal arn-5434 truper,ARN-5434,Arnes de pecho con 1 anillo Truper
49905,Asiento para sanitario alargado blanco AWC45B Foset,AWC-45B,Asiento alargado para WC abierto blanco Foset
40243,Asiento para sanitario standar azul AWC35Z Foset,AWC-35Z,Asiento ligero con tapa para WC azul Foset Basic
49903,Asiento para sanitario standar blanco AWC40B Foset,AWC-40B,Asiento redondo para WC abierto blanco Foset
49902,Asiento para sanitario standar blanco economico AWC35B Foset,AWC-35B,Asiento redondo para WC abierto economico blanco Foset
40242,Asiento para sanitario standar hueso AWC35H Foset,AWC-35H,Asiento ligero con tapa para WC hueso Foset Basic
49904,Asiento para sanitario standar marfil AWC40H Foset,AWC-40H,Asiento redondo para WC abierto hueso Foset
10307,Aspersor 3 brazos acabado laton reg-3x-2 truper,REG-3X-2,Aspersor b/metalica giratorio 3 brazos de laton Truper
20081,Aspersor circular con flor reg-f pretul,REG-F,Aspersor base metalica circular tipo flor Pretul
20069,Aspersor d/chorro fino b/plast 2 brazos reg-2p pretul,REG-2P,Aspersor giratorio 3 brazos chorro fino b/plastica Pretul
10315,Aspersor d/pulsac metalico -cabeza asp truper,ASP,Aspersor metalico cabeza sola Truper
10339,Aspersor d/pulsac plast c/estac 2via asp-p11x truper,ASP-P11X,Aspersor plastico 11' dos vias estaca metalica Truper
20060,Aspersor d/pulsac plast c/estac 2via aspro-11x pretul,ASPRO-11X,Aspersor plastico 11' dos vias estaca plastica Pretul
10333,Aspersor d/pulsac plast -cabeza asp-p truper,ASP-P,Aspersor plastico cabeza sola Truper
10330,Aspersor doble chorro metalico c/estaca 2 vdos-11x truper,DOS-11X,Aspersor metalico 11' dos vias doble chorro estaca metalica
10327,Aspersor doble chorro metalico c/estaca dos-11 truper,DOS-11,Aspersor metalico 11' una via doble chorro estaca metalica
10303,Aspersor giratorio b/metal 3 brazos reg-3x truper,REG-3X,Aspersor b/metalica giratorio 3 brazos de aluminio Truper
20065,Aspersor giratorio b/plastic0 3 brazos reg-3 pretul,REG-3,Aspersor giratorio de 3 brazos con base plastica Pretul
10328,Aspersor metalico 8 funciones asp-8 truper,ASP-8,Aspersor base metalica con 8 funciones Truper
12297,Aspersor mini de plastico irrigacion 360 grados asmi-360 truper,ASMI-360,Mini aspersor plastico dos vias irrigacion 360 grados Truper
10363,Aspersor oscilatorio metal/plast osci-17 truper,OSCI-17,Aspersor oscilatorio metal-plastico Truper
12091,Aspiradora plastica 03gal ASPI03 Truper,ASP-03,Aspiradora de solidos y liquidos 3 gal plastica Truper
12092,Aspiradora plastica 06gal ASPI06 Truper,ASP-06,Aspiradora de solidos y liquidos 6 gal plastica Truper
55938,Atomizador plastico 1 lto Klintek,ATO-100,Atomizador de 1 litro Klintek
55937,Atomizador plastico 500 ml Klintek,ATO-50,Atomizador de 1/2 litro Klintek
10553,Azadon jardinero classic 61/4 mango 54 atj truper,ATJ,Azadon jardinero Classic con collar mango 54' Truper
10559,Azadon jardinero forj. 61/4 mgo f/vdrio atj-f truper,ATJ-F,Azadon jardinero con mango fibra de vidrio 60' Truper
10612,Azadon lane forj. #0 c/mgo AL0M Truper,AL-0M,Azadon Lane No.0 de 1.6 lb con mango de 54' Truper
10600,Azadon lane forj. #0 s/mgo AL0 Truper,AL-0,Azadon Lane No.0 de 1.6 lb sin mango Truper
10615,Azadon lane forj. #1 c/mgo AL1M Truper,AL-1M,Azadon Lane No.1 de 1.8 lb con mango de 54' Truper
10603,Azadon lane forj. #1 s/mgo AL1 Truper,AL-1,Azadon Lane No.1 de 1.8 lb sin mango Truper
10618,Azadon lane forj. #2 c/mgo AL2M Truper,AL-2M,Azadon Lane No.2 de 2.0 lb con mango de 54' Truper
10621,Azadon lane forj. #3 c/mgo AL3M Truper,AL-3M,Azadon Lane No.3 de 2.1 lb con mango de 54' Truper
10609,Azadon lane forj. #3 s/mgo AL3 Truper,AL-3,Azadon Lane No.3 de 2.1 lb sin mango Truper
19740,"Azadon mezclero forjado 7"" c/mango 60"" ATM7 Truper",ATM-7,Azadon mezclero cabeza forjada 7' de ancho mango 60'
19982,Azadon oreja y martillo #1 c/mango aom-1m truper,AOM-1M,Azadon No. 1 oreja y martillo 2.6 lb con mango de 54'
19983,Azadon oreja y martillo #2 c/mango aom-2m truper,AOM-2M,Azadon No. 2 oreja y martillo 2.8 lb con mango de 54'
19980,Azadon oreja y martillo #2 s/mango aom-2 truper,AOM-2,Azadon No. 2 oreja y martillo 2.8 lb sin mango Truper
19984,Azadon oreja y martillo #3 c/mango aom-3m truper,AOM-3M,Azadon No. 3 oreja y martillo 3.1 lb con mango de 54'
19981,Azadon oreja y martillo #3 s/mango aom-3 truper,AOM-3,Azadon No. 3 oreja y martillo 3.1 lb sin mango Truper
25053,Azadon tipo jardinero 6 atj-p prt,ATJ-P,Azadon tipo jardinero 6' mango 48' Pretul
10562,Azadon tomatero hoja 61/4 mango 16 atj-c truper,ATJ-C,Azadon jardinero tomatero corto mango 18' Truper
44025,Bandola con seguro acero 1/2 bse-1/2 fiero,BSE-1/2,Bandola de acero de 1/2' con seguro Fiero
44022,Bandola con seguro acero 1/4 bse-1/4 fiero,BSE-1/4,Bandola de acero de 1/4' con seguro Fiero
44020,Bandola con seguro acero 1/8 bse-1/8 fiero,BSE-1/8,Bandola de acero de 1/8' con seguro Fiero
44021,Bandola con seguro acero 3/16 bse-3/16 fiero,BSE-3/16,Bandola de acero de 3/16' con seguro Fiero
44024,Bandola con seguro acero 3/8 bse-3/8 fiero,BSE-3/8,Bandola de acero de 3/8' con seguro Fiero
44023,Bandola con seguro acero 5/16 bse-5/16 fiero,BSE-5/16,Bandola de acero de 5/16' con seguro Fiero
44047,Bandola destorcedora laton 1 bdl-1 fiero,BDL-1,Bandola destorcedora de laton 1' Fiero
44046,Bandola destorcedora laton 3/4 bdl-3/4 fiero,BDL-3/4,Bandola destorcedora de laton 3/4' Fiero
44045,Bandola destorcedora laton 5/8 bdl-5/8 fiero,BDL-5/8,Bandola destorcedora de laton 5/8' Fiero
44029,Bandola destorcedora zinc 2 bdz-2 fiero,BDZ-2,Bandola de zinc de 7/16' giratoria Fiero
44030,Bandola destorcedora zinc 3 bdz-3 fiero,BDZ-3,Bandola de zinc de 1/2' giratoria Fiero
44031,Bandola destorcedora zinc 3-1/2 bdz-31/2 fiero,BDZ-3-1/2,Bandola de zinc de 5/8' giratoria Fiero
44032,Bandola destorcedora zinc 4 bdz-4 fiero,BDZ-4,Bandola de zinc de 7/8' giratoria Fiero
44033,Bandola destorcedora zinc 4-1/4 bdz-4 1/4 fiero,BDZ-4-1/4,Bandola de zinc de 1' giratoria Fiero
44038,Bandola mosqueton acero 1/4 bma-1/4 fiero,BMA-1/4,Bandola mosqueton de acero 1/4' Fiero
44037,Bandola mosqueton acero 3/16 bma-3/16 fiero,BMA-3/16,Bandola mosqueton de acero 3/16' Fiero
44040,Bandola mosqueton acero 3/8 bma-3/8 fiero,BMA-3/8,Bandola mosqueton de acero 3/8' Fiero
44039,Bandola mosqueton acero 5/16 bma-5/16 fiero,BMA-5/16,Bandola mosqueton de acero 5/16' Fiero
12338,Barboquejo p/casco de seguridad ind c/barbilla BARBOB Truper,BARBO-B,Barboquejo con barbilla para casco de seguridad industrial
16631,Barra 14 p/motosierra gasolina bamo-14 truper,BAMO-3814,Barra de repuesto 14' para motosierra a gasolina Truper
16630,Barra 18 p/motosierra electrica bamo-18e truper,BAMO-18E,Barra de repuesto para motosierra electrica 18' Truper
16634,Barra 20 p/motosierra gasolina bamo-20 truper,BAMO-5020,Barra de repuesto 20' para motosierra a gasolina Truper
13217,Barra corrediza p/cuadro 1/4 c-4785 truper,C-4785,Barra corrediza para dados cuadro 1/4' Truper
17538,Barras de silicon 1/2 c/12pz REPPIPE1/2 Truper,REP-PIPE-1/2,Blister con 12 barras de silicon de repuesto para PIPE-1/2
17537,Barras de silicon 5/16 c/12pz REPPIPE5/16 Truper,REP-PIPE-5/16,Blister con 12 barras de silicon de repuesto para PIPE-5/16
10756,Barreta punta 1 x 1.50 mts bap-150 truper,BAP-150,Barreta de punta de 1'x150 cm escoplo 72 mm Truper
10762,Barreta punta 1 x 1.75 mts bap-175 truper,BAP-175,Barreta de punta de 1'x175 cm escoplo 72 mm Truper
10765,Barreta punta 1-1/4 x 1.75 mts bap-175x truper,BAP-175X,Barreta de punta de 1-1/4' x 175 cm escoplo 80 mm Truper
10750,Barreta punta 7/8 x 1.00 mts bap-100 truper,BAP-100,Barreta de punta de 7/8' x 100 cm escoplo 60 mm Truper
