21023,Chaleco seguridad naranja uso de dia chs-100n pretul,CHS-100N,Chaleco de seguridad uso de dia naranja Pretul
15417,Chaleco seguridad rojo c/cinta doble refl chs600rtruper,CHS-600R,Chaleco de seguridad rojo alta visibilidad con cierre
14426,Chaleco seguridad tela naranja chs-500n truper,CHS-500N,Chaleco de seguridad naranja con cintas de alta visibilidad
14425,Chaleco seguridad tela verde chs-500v truper,CHS-500V,Chaleco de seguridad verde con cintas de alta visibilidad
46320,Chalupa 2x4 acero cal 19 reforzada CCH2x4 Volteck,CCH-2X4,Caja tipo chalupa 2' x 4' reforzada Volteck
45006,Chalupa 2x4 acero cal 22 economica CCH2x4E Volteck,CCH-2X4E,Caja tipo chalupa 2' x 4' economica Volteck
12024,Chancla p/carpintero # 7 ch-7 truper,CH-7,Cepillo tipo chancla para carpintero Truper
43650,Chapeton decorativo p/puerta laton brill MADE1 Hermex,MADE-1,Chapeton metalico para puerta acabado laton brillante
19211,Charola p/pintar sencilla negra CHAP14 Truper,CHAP-14,Charola de plastico de 14' para rodillo Truper
47450,Check regulador 006x006mm 1/4x1/4 clg-151 foset,CLG-151,Check para regulador de 1/4' X 1/4' para gas Foset
13130,"Chiflon p/maguera laton 3"" CHMA3 Truper",CHMA-3,Chiflon 3' de laton maquinado para manguera Truper
13133,"Chiflon p/maguera laton 3-1/2"" CHMA3.5 Truper",CHMA-3.5,Chiflon 3-1/2' de laton maquinado para manguera Truper
27015,"Chiflon p/maguera plast 4"" a granel CHMA4PG Pretul",CHMA-4PG,Chiflon 4' de plastico para manguera a granel Pretul
21140,"Chiflon p/maguera plast 4"" CHMA4P Pretul",CHMA-4P,Chiflon 4' de plastico para manguera Pretul
19271,Chispeador manual p/soldadura de gas chisp truper,CHISP,Encendedor (chispeador) manual para soldadura de gas Truper
12115,"Cincel corte frio 1/2x6"" C1/2x6 Truper",C-1/2X6,Cincel de corte frio de 1/2 X 6' Truper
12118,"Cincel corte frio 1/2x8"" C1/2x8 Truper",C-1/2X8,Cincel de corte frio de 1/2 X 8' Truper
12100,"Cincel corte frio 1/4x5"" C1/4x5 Truper",C-1/4X5,Cincel de corte frio de 1/4 X 5' Truper
12163,"Cincel corte frio 1x10"" C1x10 Truper",C-1X10,Cincel de corte frio de 1 X 10' Truper
12166,"Cincel corte frio 1x12"" C1x12 Truper",C-1X12,Cincel de corte frio de 1 X 12' Truper
12160,"Cincel corte frio 1x8"" C1x8 Truper",C-1X8,Cincel de corte frio de 1 X 8' Truper
12145,"Cincel corte frio 3/4x10"" C3/4x10 Truper",C-3/4X10,Cincel de corte frio de 3/4 X 10' Truper
12148,"Cincel corte frio 3/4x12"" C3/4x12 Truper",C-3/4X12,Cincel de corte frio de 3/4 X 12' Truper
12139,"Cincel corte frio 3/4x6"" C3/4x6 Truper",C-3/4X6,Cincel de corte frio de 3/4 X 6' Truper
12142,"Cincel corte frio 3/4x8"" C3/4x8 Truper",C-3/4X8,Cincel de corte frio de 3/4 X 8' Truper
12112,"Cincel corte frio 3/8x10"" C3/8x10 Truper",C-3/8X10,Cincel de corte frio de 3/8 X 10' Truper
12106,"Cincel corte frio 3/8x6"" C3/8x6 Truper",C-3/8X6,Cincel de corte frio de 3/8 X 6' Truper
12103,"Cincel corte frio 5/16x6"" C5/16x6 Truper",C-5/16X6,Cincel de corte frio de 5/16 X 6' Truper
12136,"Cincel corte frio 5/8 x12"" C5/8x12 Truper",C-5/8X12,Cincel de corte frio de 5/8 X 12' Truper
12154,"Cincel corte frio 7/8x10"" C7/8x10 Truper",C-7/8X10,Cincel de corte frio de 7/8 X 10' Truper
12157,"Cincel corte frio 7/8x12"" C7/8x12 Truper",C-7/8X12,Cincel de corte frio de 7/8 X 12' Truper
12151,"Cincel corte frio 7/8x8"" C7/8x8 Truper",C-7/8X8,Cincel de corte frio de 7/8 X 8' Truper
12273,"Cincel corte frio con grip 1x10"" C1x10G Truper",C-1X10G,Cincel de corte frio 1 x 10' con grip Truper
12181,"Cincel corte frio con grip 1x12"" C1x12G Truper",C-1X12G,Cincel de corte frio 1 X 12' con grip Truper
12276,"Cincel corte frio con grip 1x8"" C1x8G Truper",C-1X8G,Cincel de corte frio 1 x 8' con grip Truper
12275,"Cincel corte frio con grip 3/4x10"" C3/4x10G Truper",C-3/4X10G,Cincel de corte frio 3/4 x 10' con grip Truper
12172,"Cincel corte frio con grip 3/4x12"" C3/4x12G Truper",C-3/4X12G,Cincel de corte frio 3/4 X 12' con grip Truper
12175,"Cincel corte frio con grip 7/8x12"" C7/8x12G Truper",C-7/8X12G,Cincel de corte frio 7/8 X 12' con grip Truper
12277,"Cincel corte frio con grip 7/8x8"" C7/8x8G Truper",C-7/8X8G,Cincel de corte frio 7/8 x 8' con grip Truper
12184,Cincel ladr. cab/g2-3/4x10 cl-2 3/4x10 truper,CL-2-3/4X10,Cincel ladrillero 2-3/4 X 10' Truper
12095,Cincel sds de punta sds-p truper,SDS-P,Cincel de punta SDS Plus de 10' Truper
12096,Cincel sds plano delgado 19x250mm sds-c1 truper,SDS-C1,Cincel plano delgado SDS Plus 3/4' x 10' Truper
12097,Cincel sds plano grueso sds-c2 truper,SDS-C2,Cincel plano grueso SDS Plus 1-1/2' x 10' Truper
44300,Cinchos plast 2.5mm x 010cm c/100 natural cin1810 volteck,CIN-1810,Bolsa con 100 cinchos plasticos 18 lb 100x2.5 mm naturales
44320,Cinchos plast 2.5mm x 010cm c/100 negro cin1810n volteck,CIN-1810N,Bolsa con 100 cinchos plasticos 18 lb 100x2.5 mm negros
44301,Cinchos plast 2.5mm x 015cm c/100 natural cin1815 volteck,CIN-1815,Bolsa con 100 cinchos plasticos 18 lb 150x2.5 mm naturales
44321,Cinchos plast 2.5mm x 015cm c/100 negro cin1815n volteck,CIN-1815N,Bolsa con 100 cinchos plasticos 18 lb 150x2.5 mm negros
44322,Cinchos plast 2.5mm x 020cm c/100 negro cin1820n volteck,CIN-1820N,Bolsa con 100 cinchos plasticos 18 lb 200x2.5 mm negros
44303,Cinchos plast 3.5mm x 015cm c/50 natural cin4015 volteck,CIN-4015,Bolsa con 50 cinchos plasticos 40 lb 150x3.5 mm naturales
44323,Cinchos plast 3.5mm x 015cm c/50 negro cin4015n volteck,CIN-4015N,Bolsa con 50 cinchos plasticos 40 lb 150x3.5 mm negros
44304,Cinchos plast 3.5mm x 020cm c/50 natural cin4020 volteck,CIN-4020,Bolsa con 50 cinchos plasticos 40 lb 200x3.5 mm naturales
44305,Cinchos plast 3.5mm x 025cm c/50 natural cin4025 volteck,CIN-4025,Bolsa con 50 cinchos plasticos 40 lb 250x3.5 mm naturales
44306,Cinchos plast 4.5mm x 020cm c/50 natural cin5020 volteck,CIN-5020,Bolsa con 50 cinchos plasticos 50 lb 200x4.5 mm naturales
44326,Cinchos plast 4.5mm x 020cm c/50 negro cin5020n volteck,CIN-5020N,Bolsa con 50 cinchos plasticos 50 lb 200x4.5 mm negros
44307,Cinchos plast 4.5mm x 025cm c/50 natural cin5025 volteck,CIN-5025,Bolsa con 50 cinchos plasticos 50 lb 250x4.5 mm naturales
44327,Cinchos plast 4.5mm x 025cm c/50 negro cin5025n volteck,CIN-5025N,Bolsa con 50 cinchos plasticos 50 lb 250x4.5 mm negros
44308,Cinchos plast 4.5mm x 030cm c/50 natural cin5030 volteck,CIN-5030,Bolsa con 50 cinchos plasticos 50 lb 300x4.5 mm naturales
44328,Cinchos plast 4.5mm x 030cm c/50 negro cin5030n volteck,CIN-5030N,Bolsa con 50 cinchos plasticos 50 lb 300x4.5 mm negros
44309,Cinchos plast 4.5mm x 035cm c/25 natural cin5035 volteck,CIN-5035,Bolsa con 25 cinchos plasticos 50 lb 350x4.5 naturales
44329,Cinchos plast 4.5mm x 035cm c/25 negro cin5035n volteck,CIN-5035N,Bolsa con 25 cinchos plasticos 50 lb 350x4.5 mm negros
44310,Cinchos plast 4.5mm x 040cm c/25 natural cin5040 volteck,CIN-5040,Bolsa con 25 cinchos plasticos 50 lb 400x4.5 mm naturales
44311,Cinchos plast 4.5mm x 050cm c/25 natural cin5050 volteck,CIN-5050,Bolsa con 25 cinchos plasticos 50 lb 500x4.5 mm naturales
44331,Cinchos plast 4.5mm x 050cm c/25 negro cin5050n volteck,CIN-5050N,Bolsa con 25 cinchos plasticos 50 lb 500x4.5 mm negros
48989,Cinchos plast 4.5mm x 060cm c/25 negro cin5060n volteck,CIN-5060N,Bolsa con 25 cinchos plasticos 50 lb 600x4.5 mm negros
48981,Cinchos plast 7.6mm x 020cm c/10 natural cin12020 volteck,CIN-12020,Bolsa c/10 cinchos plasticos 120 lb 200 x 7.5 mm naturales
48983,Cinchos plast 7.6mm x 055cm c/10 natural cin12055 volteck,CIN-12055,Bolsa c/10 cinchos plasticos 120 lb 550 x 7.5 mm naturales
48984,Cinchos plast 7.6mm x 075cm c/10 natural cin12075 volteck,CIN-12075,Bolsa c/10 cinchos plasticos 120 lb 750 x 7.5 mm naturales
48986,Cinchos plast 9.0mm x 070cm c/10 natural cin17570 volteck,CIN-17570,Bolsa con 10 cinchos plasticos 175 lb 700x9 mm naturales
48988,Cinchos plast 9.0mm x 120cm c/10 natural cin175120 volteck,CIN-175120,Bolsa con 10 cinchos plasticos 175 lb 1200x9 mm naturales
44298,Cinchos plast bote c/650 colores surtido bcin650 volteck,BCIN-650,Bote con 650 cinchos plasticos en colores surtidos Volteck
12542,Cinta antiderrapante c/abr 25mmx05mts negra CAD25RN Truper,CIA-15N,Rollo de 5 m de cinta antiderrapante negra 25mm con abrasivo
12533,Cinta antiderrapante c/abr 50mmx05mts blanca CADRB Truper,CIA-25B,Rollo de 5m de cinta antiderrapante blanca 50mm con abrasivo
12532,Cinta antiderrapante c/abr 50mmx05mts negra CADRN Truper,CIA-25N,Rollo de 5 m de cinta antiderrapante negra 50mm con abrasivo
13514,Cinta de aislar 19mmx09mts azul M22Z Truper,M-22Z,Cinta de aislar de 9 m x 19 mm azul Truper
13515,Cinta de aislar 19mmx09mts blanca M22B Truper,M-22B,Cinta de aislar de 9 m x 19 mm blanca Truper
13516,Cinta de aislar 19mmx09mts gris M22G Truper,M-22G,Cinta de aislar de 9 m x 19 mm gris Truper
12501,Cinta de aislar 19mmx09mts negra M22 Truper,M-22,Cinta de aislar de 9 m x 19 mm negra Truper
20521,Cinta de aislar 19mmx09mts negra M22P Pretul,M-22P,Cinta de aislar de 9 m x 19 mm negra Pretul
13513,Cinta de aislar 19mmx09mts roja M22R Truper,M-22R,Cinta de aislar de 9 m x 19 mm roja Truper
12503,Cinta de aislar 19mmx18mts amarilla M33A Truper,M-33A,Cinta de aislar de 18 m x 19 mm amarilla Truper
12505,Cinta de aislar 19mmx18mts azul M33Z Truper,M-33Z,Cinta de aislar de 18 m x 19 mm azul Truper
12506,Cinta de aislar 19mmx18mts blanca M33B Truper,M-33B,Cinta de aislar de 18 m x 19 mm blanca Truper
12499,Cinta de aislar 19mmx18mts negra en blister M33NB Truper,M-33NB,Cinta de aislar de 18 m x 19 mm negra en blister Truper
12500,Cinta de aislar 19mmx18mts negra M33 Truper,M-33,Cinta de aislar de 18 m x 19 mm negra Truper
20522,Cinta de aislar 19mmx18mts negra M33P Pretul,M-33P,Cinta de aislar de 18 m x 19 mm negra Pretul
12504,Cinta de aislar 19mmx18mts roja M33R Truper,M-33R,Cinta de aislar de 18 m x 19 mm roja Truper
12502,Cinta de aislar 19mmx18mts verde M33V Truper,M-33V,Cinta de aislar de 18 m x 19 mm verde Truper
12611,Cinta de aluminio 48mmx10mts CALU10 Truper,CALU-10,Cinta de aluminio de 48 mm x 10 m Truper
12135,Cinta de aluminio 48mmx30mts CALU30 Truper,CALU-30,Cinta de aluminio de 48 mm x 30 m Truper
46326,Cinta de contacto doble reusable 15mmx10mts CIVE10N Volteck,CIVE-10N,Rollo de 10 m de cinta reusable de contacto doble Volteck
12550,Cinta de empaque canela 48mmx040mt adh acrilico CCA40 Truper,CCA-40,Cinta de empaque 48 mm x 40 m canela Truper
20524,Cinta de empaque canela 48mmx040mt adh acrilico CCA40P Pretu,CCA-40P,Cinta de empaque 48 mm x 40 m canela Pretul
12554,Cinta de empaque canela 48mmx050mt adh acrilico CCA50 Truper,CCA-50,Cinta de empaque 48 mm x 50 m canela Truper
12556,Cinta de empaque canela 48mmx150mt adh acrilico CCA150 Trupe,CCA-150,Cinta de empaque 48 mm x 150 m canela Truper
20526,Cinta de empaque canela 48mmx150mt adh acrilico CCA150P Pret,CCA-150P,Cinta de empaque 48 mm x 150 m canela Pretul
12551,Cinta de empaque transp 48mmx040mt adh acrilico CTR40 Truper,CTR-40,Cinta de empaque 48 mm x 40 m transparente Truper
20525,Cinta de empaque transp 48mmx040mt adh acrilico CTR40P Pretu,CTR-40P,Cinta de empaque 48 mm x 40 m transparente Pretul
12555,Cinta de empaque transp 48mmx050mt adh acrilico CTR50 Truper,CTR-50,Cinta de empaque 48 mm x 50 m transparente Truper
20527,Cinta de empaque transp 48mmx150mt adh acrilico CTR150P Pret,CTR-150P,Cinta de empaque 48 mm x 150 m transparente Pretul
11724,Cinta de montaje 19mmx01.5mts CDC1915 Truper,CDC-1915,Cinta doble cara de 19 mm x 1.5 m Truper
20004,Cinta de montaje 19mmx01.5mts CDC1915P Pretul,CDC-1915P,Cinta doble cara de 19 mm x 1.5 m Pretul
11725,Cinta de montaje 19mmx05mts CDC1950 Truper,CDC-1950,Cinta doble cara de 19 mm x 5 m Truper
20005,Cinta de montaje 19mmx05mts CDC1950P Pretul,CDC-1950P,Cinta doble cara de 19 mm x 5 m Pretul
11726,Cinta de montaje 19mmx10mts CDC19100 Truper,CDC-19100,Cinta doble cara de 19 mm x 10 m Truper
12520,"Cinta de teflon 013mm 1/2""x07mts CTF1/2 Truper",CTF-1/2,Cinta sella roscas 1/2' X 7 m de largo uso general Truper
27010,"Cinta de teflon 013mm 1/2""x07mts CTF1/2P Pretul",CTF-1/2P,Cinta sella roscas 1/2' X 7 m de largo Pretul
12515,"Cinta de teflon 013mm 1/2""x07mts CTF1/2x7X Expert Truper",CTF-1/2X7X,Cinta sella roscas 1/2' X 7 m de largo industrial Expert
12512,"Cinta de teflon 013mm 1/2""x13mts CTF1/2x13 Truper",CTF-1/2X13,Cinta sella roscas 1/2' X 13 m de largo uso general Truper
12516,"Cinta de teflon 013mm 1/2""x13mts CTF1/2x13X Expert Truper",CTF-1/2X13X,Cinta sella roscas 1/2' X 13 m de largo industrial Expert
12521,"Cinta de teflon 019mm 3/4""x07mts CTF3/4 Truper",CTF-3/4,Cinta sella roscas 3/4' X 7 m de largo uso general Truper
27011,"Cinta de teflon 019mm 3/4""x07mts CTF3/4P Pretul",CTF-3/4P,Cinta sella roscas 3/4' X 7 m de largo Pretul
12513,"Cinta de teflon 019mm 3/4""x13mts CTF3/4x13 Truper",CTF-3/4X13,Cinta sella roscas 3/4' X 13 m de largo uso general Truper
12578,Cinta delimitadora 75mmx100mts amarilla PRECAUCION CIDE101 T,CIDE-101,Rollo de 100 m de cinta delimitadora 'Precaucion' Truper
13995,Cinta delimitadora 75mmx100mts amarilla PROHIBIDO CIDE103 Tr,CIDE-103,Rollo de 100 m de cinta delimitadora 'Prohibido' Truper
12583,Cinta delimitadora 75mmx304mts amarilla PRECAUCION CIDE301 T,CIDE-301,Rollo de 305 m de cinta delimitadora 'Precaucion' Truper
12638,Cinta larga f d/vidrio 20m caja abs tp20me truper,TP20ME,Cinta larga 20 m de fibra de vidrio carcasa plastica
12640,Cinta larga f d/vidrio 50m caja abs tp50me truper,TP50ME,Cinta larga 50 m de fibra de vidrio carcasa plastica
12645,Cinta larga f d/vidrio t/cruc. 100m tfc-100me truper,TFC-100ME,Cinta larga 100 m de fibra de vidrio tipo cruceta Truper
12649,Cinta larga metal t/cruc. 50m cruce-50 truper,CRUCE-50,Cinta larga 50 m metalica tipo cruceta Truper
12591,"Cinta masking tape 1""x50mts multiusos MSK1 Truper",MSK-1,Cinta masking tape de 1' x 50 m Truper
12622,"Cinta masking tape 1""x50mts p/pintor MSK1A Truper",MSK-1A,Cinta masking tape azul de 1' x 50 m para pintor Truper
12589,"Cinta masking tape 1/2""x50mts multiusos MSK1/2 Truper",MSK-1/2,Cinta masking tape de 1/2' x 50 m Truper
12620,"Cinta masking tape 1/2""x50mts p/pintor MSK1/2A Truper",MSK-1/2A,Cinta masking tape azul de 1/2' x 50 m para pintor Truper
12592,"Cinta masking tape 1-1/2""x50mts multiusos MSK1-1/2 Truper",MSK-1-1/2,Cinta masking tape de 1-1/2' x 50 m Truper
12623,"Cinta masking tape 1-1/2""x50mts p/pintor MSK1-1/2A Truper",MSK-1-1/2A,Cinta masking tape azul de 1-1/2' x 50 m para pintor Truper
12593,"Cinta masking tape 2""x50mts multiusos MSK2 Truper",MSK-2,Cinta masking tape de 2' x 50 m Truper
12590,"Cinta masking tape 3/4""x50mts multiusos MSK3/4 Truper",MSK-3/4,Cinta masking tape de 3/4' x 50 m Truper
12621,"Cinta masking tape 3/4""x50mts p/pintor MSK3/4A Truper",MSK-3/4A,Cinta masking tape azul de 3/4' x 50 m para pintor Truper
20528,Cinta para ducto 48mmx10mts CDU10P Pretul,CDU-10P,Cinta para ducto 10m x 48mm espesor 0.16mm Pretul
12586,Cinta para ducto 48mmx10mts CDU10X Truper,CDU-10X,Cinta para ducto 10m x 48mm espesor 0.19mm Truper
20529,Cinta para ducto 48mmx30mts CDU30P Pretul,CDU-30P,Cinta para ducto 30m x 48mm espesor 0.16mm Pretul
12587,Cinta para ducto 48mmx30mts CDU30X Truper,CDU-30X,Cinta para ducto 30m x 48mm espesor 0.19mm Truper
20530,Cinta para ducto 48mmx50mts CDU50P Pretul,CDU-50P,Cinta para ducto 50m x 48mm espesor 0.16mm Pretul
12588,Cinta para ducto 48mmx50mts CDU50X Truper,CDU-50X,Cinta para ducto 50m x 48mm espesor 0.19mm Truper
13180,Clavadora neumatica 3/8-2 clne18 truper,CLNE-18,Clavadora neumatica profesional calibre 18 Truper
46202,Clavija blindada aterrizada cli-a voltech,CLI-A,Clavija industrial blindada aterrizada 2 polos+tierra
46199,Clavija blindada sencilla clib voltech,CLI-B,Clavija industrial blindada no polarizada Volteck
46200,Clavija blindada sencilla cli-s voltech,CLI-S,Clavija industrial blindada polarizada Volteck
46246,Clavija convertidora plana a redonda adpr voltech,AD-PR,Adaptador barra plana a redonda Volteck
46210,Clavija de hule redonda bolsa c/2 pz sin polarizarcl-hrvolte,CL-HR,2 Clavijas no polarizadas redondas de PVC Volteck
46205,Clavija industrial plastica aterrizada clp-a voltech,CLP-A,Clavija industrial plastica aterrizada 2 polos+tierra
46207,Clavija industrial reforzada aterrizada clr-a voltech,CLR-A,Clavija industrial reforzada aterrizada 2 polos+tierra
46122,Clavija ovalada hule bolsa c/2pz CLH Volteck,CL-H,2 Clavijas de PVC Volteck
46201,Clavija sencilla reforzada clr-s voltech,CLR-S,Clavija industrial reforzada polarizada Volteck
48074,Clavija y contacto hule clco-h voltech,CL-COH,Clavija y contacto de hule bolsa con 2 pzas Volteck
44901,Clavillo 17mm caja c/500pz dorado clv-17d fiero,CLV-17D,Caja con 500 clavillos dorados de 17 mm Fiero
44500,Clavo alfilerillo c/c 016mm 5/8 bolsa 1 kg cla-5/8 fiero,CLA-5/8,Bolsa con 1 kg de clavos alfilerillos de 5/8' con cabeza
44501,Clavo alfilerillo c/c 019mm 3/4 bolsa 1 kg CLA3/4 Fiero,CLA-3/4,Bolsa con 1 kg de clavos alfilerillos de 3/4' con cabeza
44502,Clavo alfilerillo c/c 025mm 1 bolsa 1 kg cla-1 fiero,CLA-1,Bolsa con 1 kg de clavos alfilerillos de 1' con cabeza
44504,Clavo alfilerillo s/c 019mm 3/4 bolsa 1 kg CLA3/4S Fiero,CLA-3/4S,Bolsa con 1 kg de clavos alfilerillos de 3/4' sin cabeza
44505,Clavo alfilerillo s/c 025mm 1 bolsa 1 kg cla-1s fiero,CLA-1S,Bolsa con 1 kg de clavos alfilerillos de 1' sin cabeza
44813,Clavo liso c/c 025mm 1 bolsa 1kg cle-1b fiero,CLE-1B,Bolsa con 1 kg de clavo estandar 1' con cabeza Fiero
44814,Clavo liso c/c 032mm 11/4 bolsa 1kg cle-11/4b fiero,CLE-1-1/4B,Bolsa con 1 kg de clavo estandar 1-1/4' con cabeza Fiero
44815,Clavo liso c/c 038mm 11/2 bolsa 1kg cle-11/2b fiero,CLE-1-1/2B,Bolsa con 1 kg de clavo estandar 1-1/2' con cabeza Fiero
45021,Clavo liso c/c 050mm 2 bolsa 1kg cle-2b fiero,CLE-2B,Bolsa con 1 kg de clavo estandar 2' con cabeza Fiero
45022,Clavo liso c/c 064mm 21/2 bolsa 1kg cle-2-1/2b fiero,CLE-2-1/2B,Bolsa con 1 kg de clavo estandar 2-1/2' con cabeza Fiero
45023,Clavo liso c/c 075mm 3 bolsa 1kg cle-3b fiero,CLE-3B,Bolsa con 1 kg de clavo estandar 3' con cabeza Fiero
45025,Clavo liso c/c 110mm 4 bolsa 1kg cle-4b fiero,CLE-4B,Bolsa con 1 kg de clavo estandar 4' con cabeza Fiero
45026,Clavo liso c/c 125mm 5 bolsa 1kg cle-5b fiero,CLE-5B,Bolsa con 1 kg de clavo estandar 5' con cabeza Fiero
44495,Clavo liso s/c 025mm 1 bolsa 1kg cls-1 fiero,CLS-1,Bolsa con 1 kg de clavo estandar 1' sin cabeza Fiero
44496,Clavo liso s/c 038mm 11/2 bolsa 1kg cls-11/2 fiero,CLS-1-1/2,Bolsa con 1 kg de clavo estandar 1-1/2' sin cabeza Fiero
44497,Clavo liso s/c 050mm 2 bolsa 1k gcls-2 fiero,CLS-2,Bolsa con 1 kg de clavo estandar 2' sin cabeza Fiero
44499,Clavo liso s/c 075mm 3 bolsa 1kg cls-3 fiero,CLS-3,Bolsa con 1 kg de clavo estandar 3' sin cabeza Fiero
18260,Clavo p/clavadora neum 010mm 3/8 clneu-2-10 caja 5000 truper,CLANEU-18-10,Caja con 5000 clavos calibre 18 10 mm para CLNE-18 Truper
18262,Clavo p/clavadora neum 019mm 3/4 clneu-2-20 caja 5000 truper,CLANEU-18-20,Caja con 5000 clavos calibre 18 20 mm para CLNE-18 Truper
18263,Clavo p/clavadora neum 025mm 1 clneu-2-25 caja 5000 truper,CLANEU-18-25,Caja con 5000 clavos calibre 18 25 mm para CLNE-18 Truper
18264,Clavo p/clavadora neum 030mm 13/16clneu2-30 caja 5000 truper,CLANEU-18-30,Caja con 5000 clavos calibre 18 30 mm para CLNE-18 Truper
18265,Clavo p/clavadora neum 032mm 11/4clneu-2-32 caja 5000 truper,CLANEU-18-32,Caja con 5000 clavos calibre 18 32 mm para CLNE-18 Truper
18266,Clavo p/clavadora neum 035mm 13/8clneu-2-35 caja 5000 truper,CLANEU-18-35,Caja con 5000 clavos calibre 18 35 mm para CLNE-18 Truper
18268,Clavo p/clavadora neum 045mm 13/4clneu-2-45 caja 5000 truper,CLANEU-18-45,Caja con 5000 clavos calibre 18 45 mm para CLNE-18 Truper
18269,Clavo p/clavadora neum 050mm 2 clneu-2-50 caja 5000 truper,CLANEU-18-50,Caja con 5000 clavos calibre 18 50 mm para CLNE-18 Truper
15012,Clavo p/clavadora neum rudo 032mm 11/4clneu-2-1/2x-32 truper,CLANEU-16-32,Caja con 2500 clavos calibre 16 32 mm para CLNE-16 Truper
15015,Clavo p/clavadora neum rudo 045mm 13/4clneu-2-1/2x-45 truper,CLANEU-16-45,Caja con 2500 clavos calibre 16 45 mm para CLNE-16 Truper
44130,Clavo p/concreto negro 019mm 3/4 (p/1kg) CLC3/4N Fiero,CLC-3/4N,Bolsa con 1 kg de clavos para concreto negros 3/4' Fiero
15107,Coa gurbia cafetalera co-g truper,CO-G,Coa gurbia sin mango Truper
49728,Codo cobre 45 grados 013mm 1/2 cc-861 foset,CC-861,Codo 45 grados de cobre de 1/2' Foset
49715,Codo cobre 90 grados 019mm 3/4 cc-562 foset,CC-562,Codo 90 grados de cobre de 3/4' Foset
49716,Codo cobre 90 grados 025mm 1 cc-563 foset,CC-563,Codo 90 grados de cobre de 1' Foset
49647,Codo cobre 90 grados rosca exterior 013mm 1/2 cc-511 foset,CC-511,Codo 90 grados de cobre rosca exterior 1/2' Foset
49648,Codo cobre 90 grados rosca exterior 019mm 3/4 cc-512 foset,CC-512,Codo 90 grados de cobre rosca exterior 3/4' Foset
49650,Codo cobre 90 grados rosca interior 013mm 1/2 cc-501 foset,CC-501,Codo 90 grados de cobre rosca interior 1/2' Foset
49651,Codo cobre 90 grados rosca interior 019mm 3/4 cc-502 foset,CC-502,Codo 90 grados de cobre rosca interior 3/4' Foset
49722,Codo cobre red 025x013mm 1x1/2 cc-522 foset,CC-522,Codo 90 grados reduccion de cobre de 1' x 1/2' Foset
45086,Codo cpvc 45 grados 013mm 1/2 cpvc-861 foset,CPVC-861,Codo 45 grados de CPVC de 1/2' Foset
49867,Codo ppr 45 grados 020mm 1/2 cv-861 foset,CV-861,Codo 45 grados PPR  1/2' Foset
49868,Codo ppr 45 grados 025mm 3/4 cv-862 foset,CV-862,Codo 45 grados PPR  3/4' Foset
49869,Codo ppr 45 grados 032mm 1 cv-863 foset,CV-863,Codo 45 grados PPR  1' Foset
49850,Codo ppr 90 grados 025mm 3/4 cv-562 foset,CV-562,Codo 90 grados PPR  3/4' Foset
49851,Codo ppr 90 grados 032mm 1 cv-563 foset,CV-563,Codo 90 grados PPR  1' Foset
49855,Codo ppr 90 grados rosca exterior 020mm 1/2 cv-511 foset,CV-511,Codo 90 grados PPR  1/2' rosca macho con inserto metalico Foset
49856,Codo ppr 90 grados rosca exterior 025mm 3/4 cv-512 foset,CV-512,Codo 90 grados PPR  3/4' rosca macho con inserto metalico Foset
49857,Codo ppr 90 grados rosca exterior 032mm 1 cv-513 foset,CV-513,Codo 90 grados PPR  1' rosca macho con inserto metalico Foset
49862,Codo ppr 90 grados rosca interior 025mm 3/4 cv-502 foset,CV-502,Codo 90 grados PPR 3/4' rosca hembra con inserto metalico Foset
45411,Codo pvc hidraulico c40 90 grados 013mm 1/2 pvc561 foset,PVC-561,Codo 90 grados de PVC de 1/2' Foset
49428,Coladera cuadrada 4x4 ac inox aqua rs-701 foset,RS-701,Resumidero cuadrado de acero inoxidable 4' x 4' Foset
49350,Coladera redonda 31/2x2 ac inox rs-602 foset,RS-602,Resumidero 3-1/2' redondo metalico Foset
49425,Coladera redonda 33/4 polipropileno basic rs-502 foset,RS-502,Resumidero polipropileno redondo modelo 'A' 3-3/4' Basic
18073,Color para cemento amarillo oxido 1kg pice11 truper,PICE-11,Pigmento amarillo oxido para cemento 1 kg Truper
18074,Color para cemento rojo oxido 1kg pice12 truper,PICE-12,Pigmento rojo oxido para cemento 1 kg Truper
24357,Compresor aire 020lts horiz c/mang 5m y pist compkit20p pret,COMP-KIT20P,Kit Compresor de aire 20L 2 1/2 HP manguera y pistola Pretul
14536,Compresor p/anillos de piston 53.9-127mm coanpi truper,CO-AN-PI,Compresor para anillos de piston Truper
11896,Concha sola 50 p/carretilla 5 azul co-50 truper,CO-50,Concha para carretilla CAT- 50 Truper
46985,Condulet FS 013mm 1/2 COLET1/2FS Volteck,COLET-1/2-FS,Condulet 1/2' conexion tipo FS Volteck
46986,Condulet FS 019mm 3/4 COLET3/4FS Volteck,COLET-3/4-FS,Condulet 3/4' conexion tipo FS Volteck
46970,Condulet lb 013mm 1/2 colet-1/2-lb voltech,COLET-1/2-LB,Condulet 1/2' conexion tipo LB Volteck
46971,Condulet lb 013mm 3/4 colet-3/4-lb voltech,COLET-3/4-LB,Condulet 3/4' conexion tipo LB Volteck
46976,Condulet ll 013mm 1/2 colet-1/2-ll voltech,COLET-1/2-LL,Condulet 1/2' conexion tipo LL Volteck
