TRUPER,,GAFI
Claves,Descripcion,Claves,Descripcion
44547 ; ARA-1/2 ; 7506240601869,Arandela de acero galvanizado de 1/2' bolsa de 1 kg,192224 ; 44547,Arandela plana galvanizada 013mm 1/2 c/1kg ARA1/2 Fiero
47335 ; ARB-500L ; 7506240641506,Arbotante interior cerrado   5 W LED,206676 ; 47335,Arbotante cerrado de led 05w arb500l voltech
47390 ; ARB-003S ; 7506240644491,Arbotante exterior decorativo 1xE26/E27 15 W,210050 ; 47390,Arbotante decorativo arb003s volteck
46341 ; ARB-101L ; 7506240654360,Arbotante farol soportado de LED 260 Lm,213159 ; 46341,Arbotante farol soportado de led arb-101l voltech
46346 ; ARB-300L ; 7506240653806,Arbotante decorativo triple cromado 9 W LED,212872 ; 46346,Arbotante fijo 10w 260lm arb300lvoltech
47286 ; ARB-GL ; 7501206690222,Arbotante tipo globo 1XE26,13666 ; 47286,Arbotante tipo globo arb-gl voltech
46344 ; ARB-001L ; 7506240654391,Arbotante tipo globo de LED,213157 ; 46344,Arbotante tipo globo de led arb-001l voltech
47287 ; ARB-VA ; 7501206690246,Arbotante tipo vaso 1XE26,13667 ; 47287,Arbotante tipo vaso arb-va voltech
20000 ; ACA-6 ; 7501206640098,Arco calador para segueta 6' Pretul,3880 ; 20000,Arco calador p/segueta 6 aca-6 pretul
10221 ; ACA-6X ; 7501206671467,Arco calador para segueta 6',3879 ; 10221,Arco calador p/segueta 6' prt
10260 ; AJT-30 ; 7501206671184,Arco jardinero tubular 30',8329 ; 10260,Arco jardinero tubular 30 ajt-30 truper
10210 ; AJ-6 ; 7501206648599,Arco junior para segueta 6',8330 ; 10210,Arco junior p/segueta 6 aj-6 truper
10236 ; MAT-12 ; 7501206643143,Mini arco de aluminio para segueta 12',8331 ; 10236,Arco mini aluminio p/segueta mat-12 truper
20017 ; APS-12 ; 7501206602201,Arco de solera para segueta 12' Pretul,3881 ; 20017,Arco solera p/segueta 12 aps-12 pretul
10230 ; APT-12 ; 7501206640012,Arco profesional de solera para segueta 12',8326 ; 10230,Arco solera p/segueta 12 prof apt-12 truper
10234 ; ATT-12 ; 7501206640517,Arco profesional tubular para segueta 12',8334 ; 10234,Arco tubular p/segueta 12 prof. att-12 truper
19255 ; MAJA-9 ; 7501206628966,Maneral para rodillo para pintar 9' x 36.5 mm,10864 ; 19255,Armazon p/rodillo 9 estandar MAJA9 Truper
10742 ; MAROD-371 ; 7506240619055,Maneral para mini-rodillo 4' x 7 mm,198037 ; 10742,Armazon p/rodillo mini 4 sin jaula MAROD371 Truper
44381 ; AR-21A ; 7501206686232,Armella 21 x 80 abierta caja con 144 pzas,190060 ; 44381,Armella abierta 4x16x55mm c/144pz 21x80 AR21A Fiero
44382 ; AR-22A ; 7501206686249,Armella 22 x 100 abierta caja con 72 pzas,190061 ; 44382,Armella abierta 5x20x70mm c/72pz 22x100 AR22A Fiero
44383 ; AR-23A ; 7501206686256,Armella 23 x 110 abierta caja con 72 pzas,190062 ; 44383,Armella abierta 6x25x80mm c/72pz 23x110 AR23A Fiero
44370 ; AR-17C ; 7501206686041,Armella 17 x 40 cerrada caja con 144 pzas,190049 ; 44370,Armella cerrada 2x7x22mm c/144pz 17x40 AR17C Fiero
44372 ; AR-19C ; 7501206686065,Armella 19 x 60 cerrada caja con 144 pzas,190051 ; 44372,Armella cerrada 3x11x38mm c/144pz 19x60 AR19C Fiero
44373 ; AR-20C ; 7501206686072,Armella 20 x 70 cerrada caja con 144 pzas,190052 ; 44373,Armella cerrada 4x11x45mm c/144pz 20x70 AR20C Fiero
44374 ; AR-21C ; 7501206686089,Armella 21 x 80 cerrada caja con 144 pzas,190053 ; 44374,Armella cerrada 4x13x50mm c/144pz 21x80 AR21C Fiero
44376 ; AR-23C ; 7501206686102,Armella 23 x 110 cerrada caja con 72 pzas,190055 ; 44376,Armella cerrada 5x17.5x65mm c/72pz 23x110 AR23C Fiero
44375 ; AR-22C ; 7501206686096,Armella 22 x 100 cerrada caja con 72 pzas,190054 ; 44375,Armella cerrada 5x17x60mm c/72pz 22x100 AR22C Fiero
14432 ; ARN-5435 ; 7501206627921,Arnes de cuerpo completo 1 anillo,3689 ; 14432,Arnes cuerpo completo 1 anillo arn-5435 truper
14431 ; ARN-5434 ; 7501206627914,Arnes de pecho 1 anillo,3691 ; 14431,Arnes pecho p/rescate horizontal arn-5434 truper
49905 ; AWC-45B ; 7506240630562,Asiento para WC 45 cm blanco,198067 ; 49905,Asiento para sanitario alargado blanco AWC45B Foset
40243 ; AWC-35Z ; 7502309735575,Asiento ligero con tapa para WC azul Foset Basic,279588 ; 40243,Asiento para sanitario standar azul AWC35Z Foset
49903 ; AWC-40B ; 7506240630548,Asiento para WC 40 cm blanco,198065 ; 49903,Asiento para sanitario standar blanco AWC40B Foset
49902 ; AWC-35B ; 7506240630531,Asiento economico para WC 35 cm blanco,198069 ; 49902,Asiento para sanitario standar blanco economico AWC35B Foset
40242 ; AWC-35H ; 7502309735568,Asiento ligero con tapa para WC hueso Foset Basic,279590 ; 40242,Asiento para sanitario standar hueso AWC35H Foset
49904 ; AWC-40H ; 7506240630555,Asiento para WC 40 cm hueso,198066 ; 49904,Asiento para sanitario standar marfil AWC40H Foset
10307 ; REG-3X-2 ; 7501206636060,Regadera giratoria con 3 brazos color laton,5098 ; 10307,Aspersor 3 brazos acabado laton reg-3x-2 truper
11297 ; ASP-B2 ; 7506240600541,Aspersor dos brazos base plastica,191769 ; 11297,Aspersor base plastica 2 brazos asp-b2 truper
11296 ; ASP-B1 ; 7506240600534,Aspersor base plastica,191768 ; 11296,Aspersor base plastica asp-b1 truper
10354 ; SAPO-2 ; 7501206653869,ASPERSOR DE CHORRO FINO TIPO SAPO,5099 ; 10354,Aspersor chorro grueso tipo sapo sapo-2 truper
20081 ; REG-F ; 7506240606659,Regadera circular con flor Pretul,193454 ; 20081,Aspersor circular con flor reg-f pretul
20069 ; REG-2P ; 7501206602416,Regadera giratoria con 3 brazos chorro fino  Pretul,5087 ; 20069,Aspersor d/chorro fino b/plast 2 brazos reg-2p pretul
10309 ; ASP-M ; 7501206655337,ASPERSOR DE PULSACIONES BASE METALICA,5088 ; 10309,Aspersor d/pulsac base metal asp-m truper
10315 ; ASP ; 7501206652091,Aspersor metalico cabeza sola,5092 ; 10315,Aspersor d/pulsac metalico -cabeza asp truper
10339 ; ASP-P11X ; 7501206652190,Aspersor plastico dos vias estaca de 11',5096 ; 10339,Aspersor d/pulsac plast c/estac 2via asp-p11x truper
20060 ; ASPRO-11X ; 7501206653104,Aspersor plastico dos vias estaca de 14 cm Pretul,5094 ; 20060,Aspersor d/pulsac plast c/estac 2via aspro-11x pretul
10333 ; ASP-P ; 7501206652169,Aspersor plastico cabeza sola,5097 ; 10333,Aspersor d/pulsac plast -cabeza asp-p truper
